Longitude,Latitude
-68.23042932,-67.52934556
-68.22950409,-67.52936209
-68.22870713,-67.52949296
-68.22825178,-67.52961286
-68.22786783,-67.52990157
-68.22732737,-67.53026111
-68.22681553,-67.53075135
-68.22644605,-67.53126335
-68.22614756,-67.53162829
-68.2261052,-67.53190604
-68.22623367,-67.53217832
-68.22664693,-67.53249411
-68.22714573,-67.53288613
-68.22775829,-67.53316921
-68.22839931,-67.53342505
-68.22884679,-67.53356428
-68.22915068,-67.53373968
-68.229971,-67.53390289
-68.23046674,-67.53409231
-68.23140665,-67.53423588
-68.23185109,-67.53437956
-68.23238098,-67.53453629
-68.23284264,-67.53475839
-68.23340697,-67.53507195
-68.23383483,-67.53551625
-68.23410871,-67.53582335
-68.23446806,-67.53614349
-68.23453692,-67.53645717
-68.23475948,-67.53671853
-68.23457197,-67.53699306
-68.23411086,-67.53715002
-68.23363253,-67.53722856
-68.23291474,-67.53715684
-68.23214561,-67.53703937
-68.23146224,-67.53712448
-68.23079606,-67.53728801
-68.22992537,-67.53783717
-68.22927689,-67.53845816
-68.22873129,-67.53936016
-68.22861273,-67.5401379
-68.22854498,-67.54058232
-68.22861403,-67.54108553
-68.2289223,-67.54154949
-68.22921339,-67.54193502
-68.22933353,-67.54229445
-68.22930019,-67.54289572
-68.22892466,-67.54325524
-68.22829268,-67.54357561
-68.22764348,-67.54381755
-68.2263276,-67.54403347
-68.22496059,-67.54439317
-68.22402051,-67.54443908
-68.22328554,-67.54447842
-68.22236243,-67.54441321
-68.22130271,-67.54447873
-68.22041413,-67.54475989
-68.21937174,-67.54509335
-68.21848329,-67.54556403
-68.21788524,-67.54585167
-68.21718454,-67.54604783
-68.21641549,-67.54630934
-68.21597121,-67.54654467
-68.21545859,-67.54684537
-68.21525389,-67.54742052
-68.2149125,-67.5481264
-68.21429732,-67.54852514
-68.21421798,-67.54856716
-68.21412647,-67.54868855
-68.21381524,-67.54875078
-68.21376748,-67.5487474
-68.21263906,-67.54868869
-68.21173295,-67.54870185
-68.21142527,-67.54880644
-68.21111759,-67.54891104
-68.21063892,-67.54898951
-68.2100063,-67.54893073
-68.20947622,-67.54877392
-68.20891197,-67.54864978
-68.2081597,-67.54861062
-68.20739038,-67.54868256
-68.20682629,-67.54893748
-68.20651858,-67.54904206
-68.20576637,-67.54919242
-68.20515088,-67.54921206
-68.20429604,-67.54927091
-68.20380027,-67.54946046
-68.20328738,-67.54957159
-68.20268899,-67.54966964
-68.20203929,-67.54972194
-68.20169736,-67.5498592
-68.20116739,-67.55027095
-68.20096223,-67.55046702
-68.20096229,-67.55103562
-68.20108202,-67.55139508
-68.20116756,-67.55178722
-68.20159508,-67.55204211
-68.2022449,-67.55236887
-68.20263825,-67.55265644
-68.20272378,-67.55285904
-68.20251865,-67.55324465
-68.20214251,-67.55360412
-68.20089421,-67.55394401
-68.19978267,-67.55415316
-68.1985856,-67.55434924
-68.19769634,-67.55444074
-68.19677287,-67.55456491
-68.1958152,-67.55453221
-68.1949601,-67.55478055
-68.19473773,-67.55508773
-68.19448114,-67.55542758
-68.1938996,-67.55579356
-68.19348909,-67.55599616
-68.19302729,-67.556153
-68.19241154,-67.55636212
-68.19172735,-67.55663659
-68.1912313,-67.55682611
-68.19032469,-67.55721821
-68.18950368,-67.55735261
-68.18899057,-67.55735538
-68.188392,-67.55726384
-68.18810142,-67.55687821
-68.18762269,-67.55657753
-68.18712681,-67.55638795
-68.1864257,-67.5562049
-68.18575883,-67.55598916
-68.18541692,-67.55574731
-68.18486992,-67.55532244
-68.18432294,-67.55489756
-68.18399825,-67.5545446
-68.18298946,-67.55427653
-68.18204901,-67.55413265
-68.18050997,-67.55408672
-68.17951795,-67.55427613
-68.17893636,-67.55445252
-68.17814954,-67.55463542
-68.17732846,-67.55485098
-68.17700332,-67.55506662
-68.17628474,-67.55537369
-68.17578859,-67.55556315
-68.17549746,-67.55593565
-68.1756168,-67.55629513
-68.17532586,-67.55647809
-68.17457318,-67.55662829
-68.17342722,-67.55668039
-68.17257201,-67.55673907
-68.17166554,-67.55675198
-68.17091306,-67.55671263
-68.16997234,-67.5567582
-68.16933935,-67.55688879
-68.16851811,-67.55710431
-68.1678166,-67.55730024
-68.16752558,-67.55748319
-68.16728581,-67.55771189
-68.16752504,-67.55786226
-68.16820905,-67.55796698
-68.1685338,-67.55813044
-68.16887555,-67.55837233
-68.16928582,-67.55854888
-68.16920006,-67.55872533
-68.16846425,-67.55895394
-68.16807072,-67.55904536
-68.16735215,-67.55916285
-68.16670181,-67.55940454
-68.16653052,-67.5595679
-68.1665815,-67.5598032
-68.16658094,-67.56018228
-68.16661465,-67.56052869
-68.16692216,-67.56080326
-68.16702439,-67.56108433
-68.16692133,-67.56137188
-68.16697231,-67.56160719
-68.16709818,-67.56187518
-68.16698849,-67.56225424
-68.16693668,-67.56258756
-68.16613191,-67.56307105
-68.16578945,-67.56327141
-68.16560123,-67.56329315
-68.16491678,-67.56337797
-68.16426629,-67.56361965
-68.16356423,-67.56400511
-68.16286246,-67.56420102
-68.16207483,-67.56457338
-68.16144125,-67.56489349
-68.16056838,-67.5650632
-68.16010615,-67.56521995
-68.15944348,-67.56546199
-68.1590958,-67.56570988
-68.1588046,-67.56589281
-68.1580172,-67.56607561
-68.15714425,-67.56624531
-68.15686956,-67.56624629
-68.15669929,-67.56629094
-68.15632278,-67.5663344
-68.15584366,-67.56634952
-68.15505659,-67.56634276
-68.15444096,-67.56617264
-68.15365428,-67.56597633
-68.15293581,-67.56590421
-68.15202894,-67.56591701
-68.15096839,-67.56579249
-68.15021563,-67.56575303
-68.14956534,-67.56580511
-68.14889767,-67.56596829
-68.14857209,-67.56618387
-68.14841754,-67.56642565
-68.14822869,-67.5667001
-68.14833071,-67.56698118
-68.14836457,-67.56713806
-68.14827861,-67.5673145
-68.14793607,-67.56745164
-68.1474737,-67.56760835
-68.14668614,-67.56779109
-68.14603577,-67.56784315
-68.14550523,-67.56787564
-68.14473503,-67.56794726
-68.14381116,-67.56788157
-68.14290421,-67.56789431
-68.14168898,-67.5680115
-68.14093567,-67.56816154
-68.13994318,-67.56816116
-68.13922467,-67.56808898
-68.13840323,-67.56811479
-68.13747885,-67.5682386
-68.13669172,-67.56823175
-68.13612738,-67.56810733
-68.13527217,-67.56797625
-68.13398825,-67.56815871
-68.13306327,-67.56847204
-68.13201899,-67.56861537
-68.13109513,-67.5685496
-68.1085429,-67.55007639
-68.10868133,-67.5502004
-68.10870439,-67.55022305
-68.10886348,-67.55036457
-68.11002303,-67.55060239
-68.11030558,-67.55064578
-68.11039035,-67.5506588
-68.11053566,-67.55068112
-68.11083301,-67.55072679
-68.11196189,-67.55090015
-68.11258621,-67.55099602
-68.11355723,-67.55126459
-68.11393035,-67.551427
-68.114418,-67.55163807
-68.11452522,-67.55169515
-68.11458193,-67.55172297
-68.11469588,-67.55178108
-68.1148367,-67.55185526
-68.11493801,-67.55190905
-68.11509103,-67.55196121
-68.11513054,-67.55198161
-68.11517975,-67.55199873
-68.11521311,-67.55200862
-68.11546619,-67.55209049
-68.11606625,-67.5522065
-68.11631612,-67.55228548
-68.11648611,-67.55233786
-68.1168519,-67.55245375
-68.11772327,-67.55275476
-68.11803193,-67.55296221
-68.11833793,-67.55315731
-68.1277901,-67.56527507
-68.1277424,-67.56527732
-68.12746387,-67.56525372
-68.1273273,-67.56524233
-68.12724757,-67.56523488
-68.12714279,-67.56522598
-68.1270205,-67.56521439
-68.12688446,-67.56520548
-68.12669779,-67.56519118
-68.12640465,-67.56518446
-68.12636532,-67.5651832
-68.1260808,-67.56518018
-68.12604685,-67.56517975
-68.12574528,-67.5652004
-68.12518248,-67.56525982
-68.12504853,-67.56527273
-68.1249253,-67.56529922
-68.1247077,-67.56534708
-68.12458717,-67.56537399
-68.1245451,-67.56538426
-68.12438813,-67.56542947
-68.12425544,-67.56546646
-68.12422847,-67.56547427
-68.12417857,-67.56549051
-68.12409737,-67.56551867
-68.12407737,-67.56553472
-68.12401254,-67.5655845
-68.12399903,-67.56559438
-68.12390531,-67.56566123
-68.12386263,-67.56569292
-68.1238124,-67.56572583
-68.12359785,-67.56574548
-68.12354529,-67.56574937
-68.12348706,-67.56575716
-68.1234501,-67.56577299
-68.12341256,-67.5657983
-68.12332123,-67.5658703
-68.12346356,-67.56593275
-68.1234867,-67.56594346
-68.12361127,-67.56615371
-68.12366946,-67.5662367
-68.12367831,-67.56624761
-68.12375348,-67.56633081
-68.12380636,-67.5663891
-68.12387777,-67.56646695
-68.12409417,-67.56654075
-68.12449859,-67.56655022
-68.12459559,-67.56655315
-68.12463358,-67.56655419
-68.12470193,-67.5665814
-68.12474632,-67.56660016
-68.12480203,-67.56662303
-68.12481761,-67.56663498
-68.12494122,-67.56673756
-68.1249939,-67.5667767
-68.12506218,-67.56682778
-68.12513233,-67.56688155
-68.12515098,-67.56694414
-68.12517522,-67.5670267
-68.12499299,-67.567209
-68.12467976,-67.56732104
-68.12461933,-67.56734283
-68.12445398,-67.56739154
-68.12442835,-67.56739955
-68.12430406,-67.56742111
-68.12404252,-67.56746462
-68.1237228,-67.56750398
-68.12368856,-67.56750829
-68.12343327,-67.56753842
-68.12327718,-67.56755749
-68.12279973,-67.56754161
-68.12238533,-67.56752822
-68.12236028,-67.56752677
-68.12211025,-67.5675147
-68.12174062,-67.56749146
-68.1277901,-67.56527507
-68.12826284,-67.56523289
-68.12853589,-67.5652007
-68.12866311,-67.56518676
-68.12873349,-67.56516888
-68.12888425,-67.5651251
-68.12890126,-67.56511338
-68.12902444,-67.56509882
-68.12930467,-67.56492438
-68.12946466,-67.56477212
-68.12947374,-67.5647114
-68.12947981,-67.56466694
-68.12949467,-67.56456648
-68.12951149,-67.56444483
-68.12953574,-67.56435776
-68.12954606,-67.56433307
-68.12966688,-67.56404101
-68.1296858,-67.56402002
-68.12976126,-67.56392886
-68.12979858,-67.56388442
-68.13005952,-67.5636688
-68.13017933,-67.56360833
-68.13038738,-67.56350406
-68.13084964,-67.56326197
-68.1308972,-67.56321671
-68.13103498,-67.56309449
-68.1310059,-67.56300164
-68.13099103,-67.56293246
-68.13088059,-67.56283669
-68.13080321,-67.56276749
-68.13054869,-67.56257078
-68.13034629,-67.56242268
-68.13030657,-67.5623712
-68.1302234,-67.56226288
-68.13018903,-67.56222416
-68.13014363,-67.56209775
-68.1301177,-67.56203166
-68.13009472,-67.56197318
-68.13017976,-67.56165415
-68.13020104,-67.5615714
-68.13025198,-67.56139048
-68.1301665,-67.56107157
-68.130154,-67.56101949
-68.12997853,-67.56087551
-68.12975256,-67.56069035
-68.12973967,-67.56067881
-68.12971873,-67.5606541
-68.12963835,-67.56060116
-68.12943436,-67.5603668
-68.12915274,-67.56014682
-68.12900854,-67.56000286
-68.12868651,-67.55995825
-68.12864208,-67.55995144
-68.1285077,-67.55993799
-68.12835179,-67.55992125
-68.12827208,-67.5599138
-68.12818093,-67.55985921
-68.12816482,-67.55984479
-68.12813992,-67.55979558
-68.12815517,-67.55974536
-68.12817559,-67.55967682
-68.12813875,-67.55965683
-68.12786934,-67.55933599
-68.12758926,-67.55914729
-68.12747369,-67.55906984
-68.12733625,-67.55900575
-68.12710805,-67.5589373
-68.12694255,-67.55888802
-68.12648269,-67.55874103
-68.12644161,-67.55870128
-68.12638858,-67.55869076
-68.12627648,-67.55862339
-68.12612754,-67.55853604
-68.1256842,-67.55828406
-68.12509203,-67.55792086
-68.12495745,-67.55780943
-68.12457471,-67.5574879
-68.12420699,-67.55703011
-68.12411044,-67.55690779
-68.12377076,-67.55660481
-68.12366121,-67.55650677
-68.12340996,-67.55625798
-68.12333426,-67.55618425
-68.12299986,-67.55591791
-68.12268178,-67.55584282
-68.12252839,-67.55580734
-68.12233409,-67.55576319
-68.12227393,-67.55571334
-68.12161838,-67.55533321
-68.12112671,-67.5550738
-68.12056058,-67.55477667
-68.12050659,-67.55473732
-68.12011307,-67.55444996
-68.11995432,-67.5543348
-68.11978931,-67.55416613
-68.11973295,-67.55410969
-68.1196817,-67.55405882
-68.11920154,-67.55361002
-68.11898738,-67.5534792
-68.11870704,-67.55333104
-68.11864225,-67.55330198
-68.11833793,-67.55315731
-68.12966375,-67.56915082
-68.12963636,-67.56912034
-68.12967285,-67.56899931
-68.12969136,-67.56894003
-68.12970779,-67.56885893
-68.1297097,-67.56884967
-68.12972321,-67.56883979
-68.12988797,-67.5687217
-68.12993281,-67.56868796
-68.13001617,-67.56865774
-68.1301263,-67.56860056
-68.13024362,-67.56857076
-68.13046776,-67.56850479
-68.130595,-67.56849084
-68.1306807,-67.56848965
-68.13077583,-67.5684899
-68.13080709,-67.56848991
-68.13114269,-67.56845774
-68.13160259,-67.5684948
-68.13175615,-67.56850639
-68.13178525,-67.56850846
-68.13186042,-67.56851282
-68.13190756,-67.56852005
-68.13204203,-67.56852155
-68.13214361,-67.56852756
-68.13281133,-67.5686347
-68.13291851,-67.56866068
-68.13296377,-67.56866523
-68.13308473,-67.56867661
-68.13315317,-67.56867993
-68.13323157,-67.56868717
-68.13327385,-67.56869604
-68.13333793,-67.56871542
-68.13337536,-67.56872593
-68.13341474,-67.56871525
-68.13341998,-67.56867305
-68.13339404,-67.56860695
-68.13341336,-67.56854541
-68.13340652,-67.56848941
-68.13340311,-67.56845545
-68.13361389,-67.56835158
-68.13399474,-67.56823317
-68.13407293,-67.56822126
-68.13448812,-67.5681535
-68.13522183,-67.56808918
-68.13533875,-67.56809993
-68.13554754,-67.56811999
-68.13573847,-67.56816597
-68.13593265,-67.5682029
-68.13618479,-67.56823677
-68.1362276,-67.56824811
-68.13645685,-67.56827846
-68.13657753,-67.56829457
-68.13661442,-67.56830261
-68.13667772,-67.56831232
-68.13680082,-67.56833357
-68.13686972,-67.56836324
-68.1369494,-67.56839457
-68.137048,-67.5684049
-68.13736939,-67.56843982
-68.1374564,-67.56845077
-68.1377262,-67.56833683
-68.13802584,-67.56824658
-68.13840694,-67.56822615
-68.1385255,-67.56823237
-68.13897738,-67.56824428
-68.13934626,-67.56825781
-68.13968789,-67.56828388
-68.13973397,-67.56828616
-68.13979699,-67.5683006
-68.13985114,-67.56830412
-68.14000418,-67.56831324
-68.14022237,-67.56834667
-68.14038021,-67.56837802
-68.14041118,-67.56838277
-68.14047962,-67.56838609
-68.14057794,-67.56840116
-68.14072723,-67.56840492
-68.1411201,-67.56831223
-68.14123149,-67.56827913
-68.14136633,-67.56824006
-68.14149362,-67.56820223
-68.14153221,-67.56818187
-68.14164979,-67.56814733
-68.14169991,-67.56815023
-68.14179989,-67.56814883
-68.14208442,-67.56816376
-68.14236224,-67.56816571
-68.14252318,-67.56814498
-68.14267521,-67.56812528
-68.14271593,-67.56811479
-68.14277494,-67.56811667
-68.14282236,-67.56811915
-68.14288275,-67.5681093
-68.14320912,-67.5680948
-68.14325091,-67.56808926
-68.14345011,-67.56806483
-68.14362125,-67.56805522
-68.14373498,-67.56805114
-68.1439045,-67.56804606
-68.14421869,-67.56805358
-68.14442645,-67.56805675
-68.14495996,-67.56807876
-68.14507153,-67.56807674
-68.14513351,-67.56807429
-68.14518526,-67.56807266
-68.14521464,-67.56807
-68.14547613,-67.56802645
-68.14571013,-67.56798824
-68.14592227,-67.56796341
-68.14620068,-67.56794395
-68.1463395,-67.56792938
-68.14692046,-67.56782727
-68.14704311,-67.56781022
-68.14727413,-67.56777634
-68.14769247,-67.56772337
-68.14778656,-67.56770672
-68.14783103,-67.56770159
-68.14798629,-67.56768476
-68.14805719,-67.56766935
-68.14822106,-67.56765623
-68.1484869,-67.56759662
-68.14858286,-67.56758265
-68.14864703,-67.56756621
-68.14872358,-67.56755882
-68.14875068,-67.56749131
-68.14878339,-67.56744376
-68.14877455,-67.56742091
-68.14880912,-67.56738799
-68.14877604,-67.56736142
-68.14877859,-67.56730687
-68.14877328,-67.56727022
-68.14877201,-67.5672342
-68.14879578,-67.56721156
-68.14876777,-67.56720249
-68.14874785,-67.56719466
-68.14874785,-67.56719466
-68.14876191,-67.56717532
-68.14873126,-67.56714196
-68.14872994,-67.56712981
-68.14870578,-67.56709028
-68.14869453,-67.56706228
-68.14869242,-67.56704046
-68.14869004,-67.56702337
-68.1486874,-67.56699908
-68.14864463,-67.56696386
-68.14862204,-67.56694368
-68.14857613,-67.56686976
-68.14856328,-67.56683435
-68.1485509,-67.56682529
-68.1485348,-67.56679893
-68.14852573,-67.56675694
-68.14851176,-67.56674046
-68.14857878,-67.56665279
-68.14863041,-67.56658426
-68.14872243,-67.56652191
-68.14875994,-67.5664966
-68.14898367,-67.56634455
-68.14953971,-67.5661574
-68.15055423,-67.56601898
-68.15069191,-67.56602335
-68.15104325,-67.56603416
-68.15119926,-67.56603895
-68.15133666,-67.56604805
-68.15136575,-67.56605011
-68.15164594,-67.56606914
-68.15168043,-67.56607203
-68.1518701,-67.56608197
-68.1518701,-67.56608197
-68.15192748,-67.56608837
-68.15214785,-67.56610779
-68.15228228,-67.56612121
-68.15301989,-67.56619596
-68.15310044,-67.56620113
-68.15365883,-67.5662962
-68.15389102,-67.56633415
-68.15399821,-67.56636012
-68.15414609,-67.56638754
-68.15461449,-67.56647599
-68.15486281,-67.56654029
-68.15489056,-67.56654215
-68.15507561,-67.56657288
-68.15518659,-67.56659226
-68.15534397,-67.56658531
-68.15536687,-67.56658881
-68.15546821,-67.56657567
-68.15554178,-67.5665726
-68.15560889,-67.56656377
-68.15603818,-67.56654351
-68.15617883,-67.56654355
-68.15627453,-67.56652237
-68.15662841,-67.56647862
-68.15677855,-67.56645623
-68.15693757,-67.5664328
-68.15707479,-67.56639887
-68.15713059,-67.56638592
-68.1571961,-67.56636968
-68.15729045,-67.56634829
-68.1573554,-67.56634152
-68.15755919,-67.56629628
-68.15768858,-67.56626832
-68.15778934,-67.56627658
-68.15792916,-67.56629083
-68.15800113,-67.56628035
-68.15806285,-67.56627069
-68.15816851,-67.56625342
-68.15836103,-67.56618019
-68.15862867,-67.56599664
-68.15864782,-67.56598285
-68.15889619,-67.56587278
-68.15919462,-67.56578949
-68.15925986,-67.56576604
-68.15929869,-67.56575287
-68.15940569,-67.56573581
-68.15943511,-67.56570927
-68.15954732,-67.56563807
-68.15959354,-67.56555677
-68.15962217,-67.56552054
-68.15970805,-67.56541187
-68.15986689,-67.56533348
-68.1599723,-67.56529707
-68.16004644,-67.56527259
-68.16021231,-67.56517856
-68.16049912,-67.56510782
-68.16064738,-67.5650708
-68.16088991,-67.56504822
-68.16094462,-67.56504226
-68.16117854,-67.56501597
-68.16147792,-67.56499731
-68.16153288,-67.56499856
-68.16153292,-67.56497468
-68.1616065,-67.56495967
-68.16165745,-67.56494836
-68.16167741,-67.56493231
-68.161734,-67.56492903
-68.16177847,-67.56492389
-68.16183383,-67.56484877
-68.16189152,-67.56482655
-68.16193337,-67.56477324
-68.16199164,-67.56472962
-68.16201512,-67.56471171
-68.16204423,-67.56470184
-68.16220922,-67.56464589
-68.16232485,-67.56462059
-68.16253291,-67.56458318
-68.16257819,-67.56457578
-68.16262293,-67.56456591
-68.16292609,-67.56454066
-68.16302963,-67.56448963
-68.16312246,-67.56440114
-68.16346124,-67.56433596
-68.16359166,-67.56432487
-68.16361969,-67.564322
-68.16366494,-67.56432654
-68.1637431,-67.56431461
-68.16380291,-67.56431422
-68.16382906,-67.56430866
-68.16389372,-67.56430662
-68.16400473,-67.56430212
-68.1641996,-67.5642579
-68.1642953,-67.56422478
-68.16434382,-67.56420832
-68.16440556,-67.56418672
-68.16440047,-67.56416922
-68.16451198,-67.56401671
-68.16449343,-67.56398521
-68.16448296,-67.56396689
-68.1644908,-67.56394898
-68.16446043,-67.56389895
